,Company,Model,Location,Year,Kilometers_Driven,Power_bhp,Mileage_n,Fuel_Type,Transmission,Owner_Type,Seats,New_Price,Price,No_Year,Engine_CC
2801,Honda,Brio,Mumbai,2014,22100,67,22.5,Petrol,Manual,First,5,,3.55,6,1198
2802,Hyundai,i20,Coimbatore,2017,35043,85,16.1,Petrol,Manual,First,5,,8.19,3,1197
2803,BMW,3 Series,Pune,2018,24000,105,17,Diesel,Automatic,First,5,,28,2,1995
2804,Volkswagen,Jetta,Chennai,2015,480000,47.3,24.7,Diesel,Automatic,First,5,,13,5,1968
2805,Volkswagen,Polo,Chennai,2011,70000,85.8,18.6,Petrol,Manual,Second,5,,3.29,9,1598
2806,Maruti,Swift,Pune,2015,13769,90,23,Petrol,Manual,Second,5,,4.41,5,1197
2807,Renault,Duster,Kolkata,2013,58000,174.33,15.73,Diesel,Manual,First,5,,4.99,7,1461
2808,BMW,X3,Hyderabad,2009,58000,254.79,11.57,Diesel,Automatic,First,5,69.59 Lakh,17.98,11,1995
2809,Fiat,Avventura,Coimbatore,2018,18705,68.05,19.81,Diesel,Manual,First,5,,7.71,2,1248
2810,Maruti,Wagon R,Delhi,2013,32378,67.04,20.51,Petrol,Manual,First,5,,2.8,7,998
2811,Chevrolet,Sail,Kolkata,2013,45000,117.3,17.8,Diesel,Manual,First,5,,3,7,1248
2812,Mahindra,XUV500,Coimbatore,2015,36836,81.86,18.9,Diesel,Manual,First,7,,12.49,5,2179
2813,Tata,Zest,Kochi,2016,54199,98.6,25.1,Diesel,Manual,First,5,,5,4,1248
2814,BMW,X3,Kochi,2017,36935,85.8,17.5,Diesel,Automatic,First,5,,32.64,3,1995
2815,Maruti,Swift,Chennai,2015,23000,85.8,17.5,Diesel,Manual,First,5,,6.5,5,1248
2816,BMW,5 Series,Bangalore,2015,14000,140,15.1,Diesel,Automatic,First,5,,35,5,1995
2817,Tata,Indigo,Chennai,2015,100073,88.5,28.09,Diesel,Manual,Second,5,,2,5,1396
2818,Mahindra,XUV500,Kochi,2015,59182,126.32,22.32,Diesel,Manual,First,7,,9.46,5,2179
2819,Audi,Q7,Kochi,2016,72132,82,13.1,Diesel,Automatic,Second,7,,39,4,2967
2820,BMW,5 Series,Hyderabad,2009,79000,86.8,19.4,Diesel,Automatic,First,5,,15,11,1995
2821,Hyundai,Verna,Coimbatore,2013,66930,81.86,17.19,Petrol,Manual,First,5,,6.15,7,1591
2822,Hyundai,Santa,Pune,2015,100000,184,18.88,Diesel,Automatic,Second,7,,14.5,5,2199
2823,Maruti,Wagon R,Kochi,2018,27413,138.03,16.96,Petrol,Automatic,First,5,,5.18,2,998
2824,Maruti,Wagon R,Pune,2007,90000,103.5,15.26,Petrol,Manual,Second,5,,1.24,13,1061
2825,Hyundai,i20,Kolkata,2013,40300,85,16.1,Petrol,Manual,First,5,,2.8,7,1197
2826,Skoda,Superb,Kochi,2011,73783,108.45,19.01,Petrol,Automatic,Second,5,,5.23,9,1798
2827,Hyundai,Getz,Pune,2005,86000,190,18.56,Petrol,Manual,Second,5,,0.45,15,1341
2828,Maruti,Wagon R,Delhi,2014,65694,91.72,20.5,Petrol,Manual,First,5,,3.25,6,998
2829,Maruti,Omni,Kolkata,2015,23000,67.04,20.51,Petrol,Manual,First,5,,1.5,5,796
2830,Hyundai,i10,Mumbai,2012,51000,76.9,22.1,Petrol,Manual,First,5,,2.85,8,1197
2831,Renault,KWID,Kochi,2018,18335,140,15.1,Petrol,Manual,First,5,4.61 Lakh,4.5,2,999
2832,Mercedes-Benz,B Class,Bangalore,2014,36000,88.8,23,Diesel,Automatic,First,5,,16.25,6,2147
2833,Volkswagen,Polo,Mumbai,2017,25000,190,18.56,Petrol,Automatic,First,5,11.26 Lakh,7.75,3,1197
2834,Mahindra,Scorpio,Bangalore,2007,81000,74,25.2,Diesel,Manual,Third,8,,4.35,13,2179
2835,Toyota,Fortuner,Kochi,2019,21719,190,18.12,Diesel,Automatic,First,7,37.38 Lakh,33.13,1,2755
2836,Chevrolet,Beat,Coimbatore,2013,75421,69.01,25,Diesel,Manual,First,5,,3.63,7,936
2837,Toyota,Innova,Delhi,2010,80000,140,15.1,Diesel,Manual,First,8,,4.75,10,2494
2838,Maruti,Swift Dzire,Kochi,2018,10671,241.4,12.07,Petrol,Manual,First,5,,6.51,2,1197
2839,Renault,KWID,Hyderabad,2018,4126,177,18.48,Petrol,Manual,First,5,5.3 Lakh,4.8,2,999
2840,Tata,Bolt,Hyderabad,2017,98500,121.3,17.1,Diesel,Manual,First,5,7.97 Lakh,6,3,1248
2841,Hyundai,Grand i10,Coimbatore,2016,61578,194.3,13.01,Petrol,Manual,First,5,,6.4,4,1197
2842,Volkswagen,Vento,Ahmedabad,2014,54000,,0,Diesel,Manual,First,5,,4.9,6,1498
2843,Audi,A6,Coimbatore,2013,70998,67,20.51,Diesel,Automatic,First,5,,20.57,7,1968
2844,Maruti,Swift Dzire,Kolkata,2015,40082,64,17.3,Diesel,Manual,First,5,,4.76,5,1248
2845,Chevrolet,Spark,Kochi,2012,50619,82.85,18.5,Petrol,Manual,First,5,,2,8,995
2846,BMW,3 Series,Coimbatore,2009,103905,157.75,13.7,Diesel,Automatic,First,5,43.31 Lakh,9.92,11,1995
2847,Hyundai,EON,Kochi,2018,15334,83,15.3,Petrol,Manual,First,5,,3.69,2,814
2848,Maruti,Swift Dzire,Hyderabad,2013,69000,67.1,18.9,Diesel,Manual,First,5,,5.75,7,1248
2849,Volkswagen,CrossPolo,Hyderabad,2014,75160,34.2,16.8,Diesel,Manual,First,5,,5.7,6,1498
2850,Honda,Amaze,Coimbatore,2014,44753,78.9,20.36,Petrol,Manual,First,5,,4.94,6,1198
2851,Volkswagen,Vento,Kochi,2012,53024,67,21.7,Petrol,Automatic,First,5,,4.29,8,1598
2852,Maruti,Wagon R,Kolkata,2014,23840,107.3,15,Petrol,Manual,First,5,,3,6,998
2853,Volkswagen,Polo,Hyderabad,2014,81298,103.5,17.21,Diesel,Manual,First,5,,6.5,6,1498
2854,Volkswagen,Polo,Jaipur,2015,59000,120,12.05,Petrol,Manual,Second,5,,4.9,5,1198
2855,Honda,Amaze,Kochi,2016,51806,174.5,12.9,Diesel,Manual,First,5,,5.4,4,1498
2856,Audi,A6,Delhi,2014,56000,56.3,25.44,Diesel,Automatic,First,5,59.38 Lakh,24,6,1968
2857,Tata,Tigor,Kochi,2019,29279,102,12.8,Diesel,Manual,First,5,,7.46,1,1047
2858,Volkswagen,Vento,Kochi,2017,33550,83.14,20.85,Diesel,Automatic,First,5,15.86 Lakh,9.6,3,1498
2859,Audi,A6,Hyderabad,2014,62000,67,21.7,Diesel,Automatic,First,5,67.1 Lakh,25,6,1968
2860,Nissan,Terrano,Hyderabad,2014,66000,74,22.95,Diesel,Manual,First,5,,6.8,6,1461
2861,Skoda,Rapid,Coimbatore,2016,46630,82,18.9,Diesel,Automatic,First,5,,8.59,4,1498
2862,Ford,Figo,Hyderabad,2016,72566,103.2,20.34,Diesel,Manual,First,5,,5.29,4,1498
2863,Tata,Venture,Pune,2011,51482,174.33,17.68,Diesel,Manual,First,8,,2.5,9,1405
2864,Mercedes-Benz,New C-Class,Chennai,2011,90000,73.9,19.3,Diesel,Automatic,First,5,,13.9,9,2143
2865,Toyota,Fortuner,Jaipur,2014,69000,62,18,Diesel,Manual,Second,7,,20,6,2982
2866,Honda,City,Delhi,2011,90000,190,22.69,Petrol,Manual,Second,5,,3.4,9,1497
2867,Hyundai,i20,Mumbai,2015,39000,55.2,21.1,Petrol,Manual,First,5,,5.5,5,1197
2868,Volkswagen,Vento,Hyderabad,2012,110000,74,23.4,Diesel,Manual,Second,5,,3.65,8,1598
2869,Ford,Endeavour,Kochi,2011,68022,88.5,20.14,Diesel,Manual,First,7,,5.86,9,2499
2870,Ford,EcoSport,Coimbatore,2018,27852,86.7,18,Petrol,Automatic,First,5,14.1 Lakh,10.44,2,1497
2871,Maruti,Swift,Bangalore,2013,58291,103.6,14.4,Diesel,Manual,First,5,,5,7,1248
2872,Hyundai,i20,Coimbatore,2011,68439,67.04,20.51,Diesel,Manual,First,5,,3.37,9,1396
2873,Toyota,Innova,Delhi,2011,150000,88.8,20.14,Diesel,Manual,First,8,,6.95,9,2494
2874,Tata,Nexon,Mumbai,2018,14000,73.9,16.47,Diesel,Manual,First,5,12.22 Lakh,9.9,2,1497
2875,Ford,Figo,Hyderabad,2012,71558,98.6,25.8,Diesel,Manual,First,5,,3.3,8,1399
2876,Porsche,Panamera,Delhi,2013,48000,187.74,18.53,Diesel,Automatic,Second,4,,50.5,7,2967
2877,Hyundai,Creta,Jaipur,2015,65800,69,24.7,Diesel,Automatic,First,5,,12.5,5,1582
2878,Audi,A4,Hyderabad,2014,53000,108.5,21.5,Diesel,Automatic,First,5,,20.5,6,1968
2879,Mahindra,XUV500,Kolkata,2017,14600,187.74,18.53,Diesel,Manual,First,7,,14.5,3,2179
2880,Isuzu,MUX,Jaipur,2017,34429,108.5,19.01,Diesel,Automatic,First,7,33.68 Lakh,20,3,2999
2881,Maruti,Swift Dzire,Delhi,2014,52000,103.52,21.66,Diesel,Manual,First,5,,5.25,6,1248
2882,Maruti,Ciaz,Kolkata,2015,25470,99,25.83,Petrol,Manual,First,5,,5.9,5,1373
2883,Hyundai,EON,Pune,2013,22000,70,15.42,Petrol,Manual,First,5,,2.6,7,814
2884,Mercedes-Benz,E-Class,Chennai,2007,75000,167.62,14.84,Diesel,Automatic,First,5,,11,13,2987
2885,BMW,5 Series,Pune,2011,95995,168.5,13,Diesel,Automatic,First,5,,15.5,9,1995
2886,Hyundai,Grand i10,Jaipur,2017,26877,118,17,Diesel,Manual,First,5,,5.75,3,1186
2887,Jaguar,XJ,Hyderabad,2015,26000,81.83,18.6,Diesel,Automatic,First,5,,75,5,2993
2888,Maruti,Swift,Chennai,2007,140000,103.6,20.54,Diesel,Manual,Second,5,,2,13,1248
2889,Hyundai,Santro,Hyderabad,2008,95291,141,13.1,Petrol,Manual,First,5,,2.3,12,1086
2890,Toyota,Innova,Hyderabad,2009,135000,121.36,14.8,Diesel,Manual,Second,8,,8.2,11,2494
2891,Hyundai,i20,Kolkata,2015,32000,,17.8,Petrol,Manual,First,5,,4.8,5,1197
2892,Mercedes-Benz,E-Class,Mumbai,2008,68333,90,23,Diesel,Automatic,Second,5,,8.5,12,2987
2893,Ford,Figo,Chennai,2011,72000,100.6,12.99,Diesel,Manual,First,5,,2.9,9,1399
2894,Toyota,Corolla,Ahmedabad,2012,52100,108.5,21.5,Diesel,Manual,First,5,19.27 Lakh,6.5,8,1364
2895,Hyundai,Grand i10,Jaipur,2018,10000,68.05,20,Petrol,Manual,First,5,6.96 Lakh,5.85,2,1197
2896,Jeep,Compass,Coimbatore,2019,6261,300,17.85,Diesel,Manual,First,5,26.95 Lakh,23.91,1,1956
2897,Maruti,Ignis,Coimbatore,2019,3906,126.2,17.01,Petrol,Automatic,First,5,7.96 Lakh,7.36,1,1197
2898,Toyota,Fortuner,Pune,2014,55960,140,16.55,Diesel,Manual,First,7,,17.25,6,2982
2899,Volkswagen,Vento,Jaipur,2013,144000,140,16,Diesel,Manual,First,5,,7,7,1598
2900,Toyota,Innova,Mumbai,2017,38000,174.57,13.8,Diesel,Manual,First,7,23.06 Lakh,17.65,3,2393
2901,Ford,Figo,Jaipur,2013,51000,74,23.4,Diesel,Manual,First,5,,2.5,7,1399
2902,Toyota,Platinum,Hyderabad,2015,150000,91.1,20.73,Diesel,Manual,First,5,9.58 Lakh,6,5,1364
2903,Mahindra,Thar,Mumbai,2018,2500,55.2,21.1,Diesel,Manual,First,7,,8.25,2,2523
2904,Land,Rover,Kochi,2018,41661,198.5,11,Diesel,Automatic,First,5,,44.83,2,2179
2905,BMW,3 Series,Delhi,2011,64000,177,18.48,Diesel,Automatic,First,5,,10.5,9,1995
2906,Hyundai,Accent,Bangalore,2008,80000,73.97,24,Petrol,Manual,Second,5,,1.9,12,1495
2907,Maruti,Celerio,Jaipur,2016,30000,301.73,14.47,Petrol,Automatic,Second,5,,4.25,4,998
2908,Jaguar,XF,Chennai,2014,43000,75,17.8,Diesel,Automatic,Second,5,,26.5,6,2179
2909,Audi,A6,Bangalore,2013,90000,62.1,17.92,Diesel,Automatic,Second,5,,22.5,7,2698
2910,Nissan,Micra,Hyderabad,2011,123880,102,12.8,Diesel,Manual,First,5,,3.3,9,1461
2911,Honda,Amaze,Jaipur,2015,42000,81.83,18.6,Petrol,Manual,Second,5,,4.3,5,1198
2912,Renault,Duster,Chennai,2012,79824,198.5,11,Diesel,Manual,First,5,,5.25,8,1461
2913,Toyota,Innova,Jaipur,2015,75000,68,20,Diesel,Manual,First,8,,11.75,5,2494
2914,Honda,Amaze,Ahmedabad,2014,72411,86.79,21.43,Petrol,Manual,First,5,,4.25,6,1198
2915,Mercedes-Benz,New C-Class,Delhi,2012,63000,81.86,18.9,Diesel,Automatic,First,5,,14.22,8,2143
2916,Toyota,Etios,Chennai,2015,53713,170,16.3,Petrol,Manual,First,5,,4.2,5,1197
2917,Toyota,Innova,Delhi,2017,18000,81.8,20.89,Diesel,Automatic,First,8,20.8 Lakh,18.25,3,2755
2918,Mercedes-Benz,New C-Class,Bangalore,2013,51000,171,11.5,Diesel,Manual,First,5,,18.5,7,2148
2919,Maruti,Swift,Chennai,2008,86700,103.6,20.54,Petrol,Manual,Second,5,,2.4,12,1298
2920,Maruti,Baleno,Kolkata,2016,29000,147.8,13.68,Diesel,Manual,First,5,,6.5,4,1248
2921,Hyundai,Santro,Hyderabad,2014,56000,68.1,20,LPG,Manual,First,5,,3.2,6,1086
2922,Maruti,Celerio,Mumbai,2015,33000,67.05,23.59,Petrol,Automatic,First,5,,3.99,5,998
2923,Ford,Ecosport,Kochi,2014,64394,63,18.06,Diesel,Manual,First,5,,5.45,6,1498
2924,Tata,Manza,Hyderabad,2010,76000,187.7,12.7,Diesel,Manual,First,5,,2.7,10,1248
2925,Honda,Jazz,Mumbai,2016,48719,181,16.07,Diesel,Manual,First,5,,6.25,4,1498
2926,Mahindra,XUV500,Coimbatore,2016,59711,94,13.2,Diesel,Manual,First,7,,13.28,4,2179
2927,Nissan,Micra,Hyderabad,2012,83000,67.04,23.1,Diesel,Manual,First,5,,3.7,8,1461
2928,Mercedes-Benz,New C-Class,Coimbatore,2018,10714,187.7,16.36,Diesel,Automatic,First,5,,39.51,2,2143
2929,Tata,Manza,Hyderabad,2010,127510,179.5,12.4,Diesel,Manual,Second,5,,1.4,10,1248
2930,Maruti,Swift,Kolkata,2014,35010,63.1,23.08,Diesel,Manual,First,5,,3.5,6,1248
2931,Maruti,Swift Dzire,Jaipur,2012,75451,86.7,18,Petrol,Manual,First,5,,3.78,8,1197
2932,Tata,Indigo,Pune,2015,83000,83.8,19.87,Diesel,Manual,First,5,,2.7,5,1405
2933,Honda,Amaze,Kolkata,2013,38755,100.6,12.99,Diesel,Manual,First,5,,3.2,7,1498
2934,Maruti,Swift,Delhi,2016,30000,86.7,18,Petrol,Manual,First,5,,5,4,1197
2935,Maruti,Ertiga,Chennai,2012,40000,204,14.94,Diesel,Manual,First,7,,7,8,1248
2936,Hyundai,Grand i10,Kolkata,2014,19500,78.9,17.71,Petrol,Manual,Second,5,,2.85,6,1197
2937,Nissan,Micra,Ahmedabad,2016,41000,171.5,11.36,Petrol,Manual,First,5,6.78 Lakh,4.25,4,1198
2938,Hyundai,Grand i10,Bangalore,2014,30000,170,15.8,Petrol,Manual,Second,5,,4.9,6,1197
2939,Jeep,Compass,Hyderabad,2017,37000,88.2,16.1,Diesel,Manual,First,5,19.91 Lakh,16.9,3,1956
2940,Volkswagen,Polo,Delhi,2014,62000,74,27.39,Diesel,Manual,Second,5,,4.25,6,1199
2941,Honda,Amaze,Pune,2015,42023,62.1,13.45,Petrol,Automatic,First,5,,4.34,5,1198
2942,BMW,X3,Kolkata,2012,51001,67.04,23.1,Diesel,Automatic,First,5,,17,8,1995
2943,BMW,3 Series,Kochi,2017,55389,89.84,22.7,Diesel,Automatic,First,5,,28.45,3,1995
2944,Honda,City,Kochi,2014,46728,90,18.8,Petrol,Automatic,First,5,,6.15,6,1497
2945,Mahindra,Ssangyong,Kochi,2014,58995,98.6,27.3,Diesel,Manual,First,7,,9.25,6,2696
2946,Maruti,Swift Dzire,Delhi,2015,37857,140,15.1,Diesel,Manual,First,5,,4.85,5,1248
2947,Maruti,Swift,Jaipur,2014,71000,63.1,23.08,Diesel,Manual,First,5,,4.8,6,1248
2948,Honda,Brio,Pune,2012,49024,167.62,19.27,Petrol,Manual,First,5,,2.3,8,1198
2949,Hyundai,Grand i10,Mumbai,2016,10770,90,19,Petrol,Manual,First,5,,4.75,4,1197
2950,Tata,Zest,Pune,2017,72000,74,22.9,Diesel,Manual,First,5,8.93 Lakh,5,3,1248
2951,Hyundai,EON,Jaipur,2015,91000,85.8,17.5,Petrol,Manual,First,5,,2.5,5,814
2952,Hyundai,i20,Mumbai,2017,14000,69.01,19.09,Petrol,Manual,First,5,,5.95,3,1197
2953,Volvo,S60,Delhi,2014,48000,98.6,25.8,Diesel,Automatic,Second,5,,16,6,1984
2954,Ford,Ecosport,Delhi,2014,75136,81.8,20.4,Diesel,Manual,First,5,,6.15,6,1498
2955,Maruti,Ritz,Hyderabad,2014,32500,88.8,20.77,Petrol,Manual,Second,5,,4.05,6,1197
2956,Hyundai,i20,Hyderabad,2010,94500,82,18.9,Diesel,Manual,Second,5,,3.1,10,1396
2957,Maruti,Dzire,Hyderabad,2013,34900,67.04,19.69,Petrol,Manual,First,5,7.97 Lakh,5.49,7,1197
2958,Porsche,Panamera,Coimbatore,2010,42400,82,18.9,Petrol,Automatic,Third,4,,42.91,10,4806
2959,Maruti,Swift,Jaipur,2015,50000,170,17.1,Diesel,Manual,First,5,,5.7,5,1248
2960,Honda,Brio,Kolkata,2014,35000,73.9,22.07,Petrol,Manual,First,5,,2.85,6,1198
2961,Chevrolet,Beat,Bangalore,2012,37000,86.7,15.5,Petrol,Manual,Second,5,,2.35,8,1199
2962,Hyundai,Creta,Coimbatore,2018,32807,184,16.09,Petrol,Automatic,First,5,,14.76,2,1591
2963,Honda,City,Pune,2008,119000,184,18.88,Petrol,Manual,Second,5,,2.25,12,1497
2964,Maruti,Ritz,Mumbai,2016,12000,116.3,15.6,Petrol,Manual,First,5,,3.65,4,1197
2965,Ford,EcoSport,Delhi,2016,46727,162,12.83,Diesel,Manual,First,5,,7.25,4,1498
2966,BMW,3 Series,Hyderabad,2010,73336,74,26.59,Diesel,Automatic,First,5,,10.69,10,1995
2967,Hyundai,Verna,Mumbai,2014,9000,74,25.2,Petrol,Manual,Second,5,,5.5,6,1591
2968,Toyota,Innova,Chennai,2005,240000,86.8,18.4,Diesel,Manual,Fourth & Above,8,,5.1,15,2494
2969,Maruti,Wagon R,Mumbai,2014,25422,82,18.9,Petrol,Manual,First,5,5.04 Lakh,3.25,6,998
2970,Maruti,Ertiga,Mumbai,2018,14000,74,22.95,Diesel,Manual,First,7,11.66 Lakh,9.25,2,1248
2971,Maruti,Alto,Hyderabad,2008,66000,55.2,21.1,Petrol,Manual,First,5,,1.7,12,796
2972,Maruti,A-Star,Kochi,2010,55324,81.83,18.6,Petrol,Manual,First,5,,2.87,10,998
2973,BMW,X5,Bangalore,2009,90000,181,9,Diesel,Automatic,First,5,,17.75,11,2993
2974,Mahindra,KUV,Kolkata,2017,43000,89.84,22.7,Petrol,Manual,First,5,7.35 Lakh,4.5,3,1198
2975,Hyundai,i10,Bangalore,2008,58483,85.8,21.1,Petrol,Automatic,Second,5,,2.95,12,1197
2976,Honda,Civic,Pune,2007,93000,90,21.9,Petrol,Automatic,Second,5,,2.6,13,1799
2977,Hyundai,i10,Hyderabad,2010,50000,81.8,22,Petrol,Manual,First,5,,3,10,1197
2978,Mercedes-Benz,New C-Class,Ahmedabad,2014,78616,394.3,8,Diesel,Automatic,Second,5,,15.5,6,2143
2979,Toyota,Etios,Pune,2011,37000,75,17.8,Petrol,Manual,First,5,,2.8,9,1496
2980,Honda,City,Kolkata,2010,54801,86.8,19.4,Petrol,Manual,First,5,,2.5,10,1497
2981,Maruti,Swift Dzire,Bangalore,2014,29000,79.4,18.6,Diesel,Manual,First,5,,5.75,6,1248
2982,Maruti,Swift,Pune,2010,68000,121.3,13,Petrol,Manual,First,5,6.99 Lakh,2.8,10,1197
2983,Hyundai,Verna,Kolkata,2014,58000,78,17.7,Petrol,Manual,First,5,,4.59,6,1591
2984,Maruti,Ritz,Pune,2012,64290,85.8,18.5,Diesel,Manual,First,5,,3.65,8,1248
2985,Toyota,Fortuner,Mumbai,2015,31000,98.59,22.77,Diesel,Manual,First,7,,19.85,5,2982
2986,Jeep,Compass,Pune,2018,16039,170,13.2,Diesel,Manual,First,5,23.89 Lakh,18.5,2,1956
2987,Hyundai,i20,Hyderabad,2017,19860,121.3,17.01,Petrol,Manual,First,5,,6.95,3,1197
2988,Maruti,Wagon R,Delhi,2014,48500,102,12.8,CNG,Manual,Second,5,,2.85,6,998
2989,Tata,New,Jaipur,2012,75391,67.04,22.5,Diesel,Manual,First,7,,3.75,8,2179
2990,Maruti,Swift Dzire,Jaipur,2008,78000,88.5,25.47,Diesel,Manual,Second,5,,2.3,12,1248
2991,Tata,Indigo,Kolkata,2016,78000,46.3,19.7,Diesel,Manual,First,5,,2.3,4,1396
2992,Maruti,Swift,Hyderabad,2016,52000,66.1,19,Diesel,Manual,First,5,7.27 Lakh,5.95,4,1248
2993,Maruti,Celerio,Kolkata,2016,30000,235,11,Petrol,Automatic,First,5,,3.49,4,998
2994,BMW,5 Series,Coimbatore,2016,19254,82,18.15,Diesel,Automatic,First,5,,47.7,4,2993
2995,Volkswagen,Polo,Coimbatore,2015,29651,80,19.2,Petrol,Manual,First,5,,6.43,5,1198
2996,Tata,Safari,Bangalore,2011,80000,130,12.9,Diesel,Manual,First,7,,4.5,9,2179
2997,Mini,Cooper,Kolkata,2018,2971,78.9,20.36,Petrol,Automatic,First,4,,39.75,2,1598
2998,Ford,Figo,Kolkata,2015,21400,170,14.84,Petrol,Manual,First,5,,4,5,1196
2999,Honda,City,Ahmedabad,2015,77000,88.73,17.6,Diesel,Manual,First,5,,6.98,5,1498
3000,Hyundai,Tucson,Delhi,2006,80000,118,17,Diesel,Manual,Second,7,,1.75,14,1991
3001,Skoda,Laura,Delhi,2013,81755,74,23.4,Diesel,Manual,First,5,,4.75,7,1968
3002,Toyota,Fortuner,Hyderabad,2016,99593,81.8,22,Diesel,Manual,First,7,,23.5,4,2982
3003,Hyundai,Verna,Hyderabad,2014,39791,121.3,17.01,Diesel,Manual,First,5,,7.49,6,1582
3004,Mahindra,XUV500,Hyderabad,2015,113000,73.94,23.2,Diesel,Manual,First,7,,10.85,5,2179
3005,Renault,KWID,Mumbai,2017,24000,168.5,13,Petrol,Manual,First,5,,3.5,3,799
3006,Hyundai,i20,Bangalore,2015,39000,170,17.1,Petrol,Manual,Second,5,,6.3,5,1197
3007,Honda,City,Bangalore,2012,37000,81.83,18.6,Petrol,Automatic,First,5,,6.75,8,1497
3008,Ford,Endeavour,Coimbatore,2017,61108,58.16,26.6,Diesel,Automatic,First,7,,28.88,3,3198
3009,Skoda,Superb,Kochi,2016,61648,138,13.93,Petrol,Automatic,First,5,,14.23,4,1798
3010,BMW,3 Series,Mumbai,2012,37000,73.9,19.3,Diesel,Automatic,Third,5,,15,8,1995
3011,Maruti,Ertiga,Mumbai,2013,53000,69.01,25,CNG,Manual,First,7,,5.8,7,1373
3012,Maruti,Ritz,Jaipur,2013,65000,74,28.4,Diesel,Manual,First,5,,3.75,7,1248
3013,Hyundai,Santro,Jaipur,2005,120000,67.04,23.1,Petrol,Manual,First,5,,1.15,15,1086
3014,Toyota,Fortuner,Jaipur,2011,148009,258,14.69,Diesel,Manual,Second,7,,12.75,9,2982
3015,Maruti,Swift,Mumbai,2009,53001,74,16.47,Petrol,Manual,First,5,,1.95,11,1298
3016,Tata,Tigor,Mumbai,2018,22345,138.03,13.93,Petrol,Manual,First,5,,4.95,2,1199
3017,Honda,City,Delhi,2015,50000,181,13.6,Petrol,Automatic,First,5,,8.25,5,1497
3018,BMW,3 Series,Hyderabad,2013,48183,70,15.6,Diesel,Automatic,First,5,,20.99,7,1995
3019,Mercedes-Benz,E-Class,Hyderabad,2010,93000,98.6,26,Diesel,Automatic,Second,5,,17.5,10,2143
3020,Maruti,Swift,Kochi,2015,53500,112,12.6,Diesel,Manual,First,5,7.88 Lakh,5.36,5,1248
3021,Maruti,Ertiga,Delhi,2014,17585,108.5,20,Petrol,Manual,First,7,,6.35,6,1373
3022,Hyundai,Verna,Kolkata,2011,36226,171,11.5,Petrol,Manual,First,5,,2.95,9,1591
3023,Land,Rover,Coimbatore,2019,25899,126.32,22.32,Diesel,Automatic,First,5,,55.7,1,2179
3024,Hyundai,Santro,Kolkata,2009,60170,140,15.1,Petrol,Manual,First,5,,1.15,11,1086
3025,Mercedes-Benz,New C-Class,Hyderabad,2017,11200,53.3,25.17,Diesel,Automatic,First,5,,37.5,3,2143
3026,Hyundai,i10,Kochi,2017,49045,81.83,18.6,Petrol,Manual,First,5,,4.07,3,1197
3027,Volkswagen,Polo,Kolkata,2012,45000,116.3,15.6,Diesel,Manual,First,5,,2.99,8,1199
3028,Maruti,Vitara,Delhi,2017,40000,197,10.91,Diesel,Manual,First,5,,7.9,3,1248
3029,Renault,Duster,Mumbai,2016,36600,157.75,13.7,Diesel,Manual,First,5,,7.49,4,1461
3030,Tata,Indica,Jaipur,2009,117000,190,22.69,Diesel,Manual,First,5,,1.1,11,1248
3031,Mercedes-Benz,GL-Class,Delhi,2016,16000,80.9,22.8,Diesel,Automatic,First,7,,56,4,2987
3032,Hyundai,Xcent,Mumbai,2016,50000,73.94,23.2,Diesel,Manual,First,5,8.84 Lakh,3.5,4,1186
3033,Hyundai,Verna,Hyderabad,2008,150000,,0,Diesel,Manual,First,5,,3,12,1493
3034,Hyundai,Verna,Mumbai,2014,11000,171,11.5,Petrol,Manual,First,5,,6.1,6,1591
3035,Ford,Figo,Bangalore,2010,102016,88.2,16.1,Petrol,Manual,First,5,,2.25,10,1196
3036,Maruti,Swift,Chennai,2016,38000,84,20.3,Diesel,Manual,First,5,,5.95,4,1248
3037,Renault,Pulse,Hyderabad,2013,71491,117.3,18,Diesel,Manual,First,5,,4.95,7,1461
3038,Volkswagen,Polo,Bangalore,2015,46354,170,13.2,Petrol,Manual,Second,5,,5.49,5,1198
3039,BMW,3 Series,Delhi,2019,87000,203,14.21,Diesel,Automatic,First,5,52.46 Lakh,6.67,1,1995
3040,Skoda,Rapid,Ahmedabad,2015,20765,74,28.4,Petrol,Manual,First,5,,6.25,5,1598
3041,Hyundai,Santro,Ahmedabad,2005,58000,93.7,16.02,Petrol,Manual,Second,5,,1.51,15,999
3042,Audi,Q7,Coimbatore,2014,51076,121.3,17.01,Diesel,Automatic,First,7,,34.88,6,2967
3043,Maruti,Ciaz,Jaipur,2016,84085,147.5,12.63,Diesel,Manual,First,5,,6.9,4,1248
3044,Honda,City,Kolkata,2014,55000,62,0,Diesel,Manual,First,5,,5.99,6,1498
3045,Mercedes-Benz,E-Class,Mumbai,2010,73000,167.62,19.27,Petrol,Automatic,First,5,,10.4,10,3498
3046,Audi,A6,Pune,2012,50001,78.9,20.36,Diesel,Automatic,First,5,,29,8,2967
3047,Mahindra,Xylo,Coimbatore,2016,93166,73.9,22.07,Diesel,Manual,Second,7,11.67 Lakh,5.85,4,2179
3048,Honda,City,Kochi,2006,99583,88.5,24.3,Petrol,Automatic,Third,5,,2.21,14,1493
3049,Maruti,SX4,Mumbai,2010,72000,83.8,19.87,Petrol,Manual,First,5,,2.4,10,1586
